;item_id;inp;distractors;output;bleu;sbleu;rouge1;rouge2;rougeL;rougeLsum;meteor
0;0; На задворках нашего села стояло на сваях длинное помещение из досок. Я первый раз в жизни здесь услышал музыку — скрипку. На ней играл Вася-поляк. О чём мне рассказывала музыка? О чём-то очень большом. На что же это жаловалась она, на кого гневалась? Тревожно и горько мне. Хочется заплакать, оттого что мне жалко самого себя, жалко тех, что спят непробудным сном на кладбище! Вася, не переставая играть, говорил: « Эту музыку написал человек, которого лишили самого дорогого. Если у человека нет матери, нет отца, но есть родина, он ещё не сирота. Всё проходит: любовь, сожаление о ней, горечь утрат, даже боль от ран, — но никогда не проходит и не гаснет тоска по родине. Эту музыку написал мой земляк Огинский. Написал на границе, прощаясь с родиной. Он посылал ей последний привет. Давно уже нет композитора на свете, но боль его, тоска его, любовь к родной земле, которую никто не может отнять, жива до сих пор». «Спасибо вам, дяденька», — прошептал я. «За что, мальчик?» — «3а то, что я не сирота». Восторженными слезами благодарил я Васю, этот мир ночной, спящее село, а также спящий за ним лес. В эти минуты не было для меня зла. Мир был добр и одинок так же, как я. Во мне звучала музыка о неистребимой любви к родине! Енисей, не спящий даже ночью, молчаливое село за моей спиной, кузнечик, из последних сил работающий наперекор осени в крапиве, отливающей металлом, — это была моя родина. ...Прошло много лет. И вот однажды в конце войны я стоял возле пушек в разрушенном польском городе. Кругом пахло гарью, пылью. И вдруг в доме, расположенном через улицу от меня, раздались звуки органа. Эта музыка разбередила воспоминания. Когда-то мне хотелось умереть от непонятной печали и восторга после того, как я послушал полонез Огинского. Но теперь та же музыка, которую я слушал в детстве, преломилась во мне и закаменела, особенно та её часть, от которой я плакал когда-то. Музыка так же, как и в ту далёкую ночь, хватала за горло, но не выжимала слёз, не прорастала жалостью. Она звала куда-то, заставляла что-нибудь делать, чтобы потухли эти пожары, чтобы люди не ютились в горящих развалинах, чтобы небо не подбрасывало взрывами. Музыка властвовала над оцепеневшим от горя городом, та самая музыка, которую, как вздох своей земли, хранил в сердце человек, никогда не видавший родины и всю жизнь тосковавший о ней.(По В. Астафьеву*) * Виктор Петрович Астафьев (1924— , выдающийся русский прозаик. Важнейшие темы творчества — военная и деревенская.Источник текста: ЕГЭ 2013. Русский язык: тренировочные задания / И. П. Цыбулько, С. И. Львова — М. : Эксмо, 2012. — 136 стр. Вариант 6. ВОПРОС: Какое высказывание НЕ СООТВЕТСТВУЕТ тексту? ПРАВИЛЬНЫЙ ОТВЕТ:  Полонез вызвал у автора желание заплакать и стать маленьким. НЕПРАВИЛЬНЫЕ ВАРИАНТЫ ОТВЕТА:;"В детстве эта мелодия вызывала другие чувства.
Рассказчик был сиротой.
Это музыкальное произведение было написано на прощание с Родиной.";"""Земля не даёт ему умереть.""
""Песню.""
""Простите, дядя.""";0.0;2.263300754846532;0.0;0.0;0.0;0.0;0.06944444444444443
1;1;" Мы ехали берегом Лены на юг, а зима догоняла нас с севера. Однако река упорно боролась с морозом: ближе к берегам она превращалась в застывшую безобразную грязно-белую массу, а в середине лёд всё ещё ворочался тяжёлыми, беспорядочными валами, скрывая от глаз застывающее русло, как одичалая толпа скрывает место казни. И вот однажды с небольшого берегового мыса мы увидели среди тихо передвигавшихся ледяных глыб какой-то чёрный предмет, ясно выделявшийся на бело-жёлтом фоне. — Ворона, — сказал один из ямщиков. — Медведь, — возражал другой ямщик. — Откуда же взяться медведю на середине реки? — спросил я у него. — С того берега. В третьем годе медведица вон с того острова переправилась с тремя медвежатами. Нонче тоже зверь с того берега на наш идёт. Видно, зима будет лютая... Наш караван остановился у мыса, ожидая приближения заинтересовавшего всех предмета. — А ведь это, братцы, козули, — сказал наконец один из ямщиков. Действительно, это оказались две горные козы. Теперь уже ясно были видны их тёмные изящные фигурки среди настоящего ледяного кошмара. Одна из коз была побольше, другая поменьше. Мы предположили, что это были мать и дочь. Причём старшая явно руководила переправой. Вокруг них безжалостные льдины бились, сталкивались, вертелись и крошились; в промежутках что-то кипело и брызгало пеной, а нежные животные, насторожившись, стояли на ледяном куске, подобрав в одно место свои тоненькие ножки... Наверное, им было страшно, ведь их жизнь могла оборваться в любую секунду. Но, видимо, оставаться на том берегу им было ещё страшнее, раз они, так чудовищно рискуя, затеяли эту опаснейшую переправу. Огромная льдина, плывшая впереди той, где стояли козы, стала как будто замедлять ход и начала разворачиваться, останавливая движение задних. От этого вокруг животных поднялся вновь целый ад разрушения и плеска. На мгновение два жалких тёмных пятнышка совсем было исчезли в этом хаосе, но затем мы их заметили на другой льдине. Опять собрав свои тоненькие дрожащие ножки, козы стояли, готовые к очередному прыжку. Это повторилось несколько раз, и каждый новый прыжок с рассчитанной неуклонностью приближал их к нашему берегу. Когда льдина, на которой находились козы, подошла к роковому месту столкновения с берегом, у нас мороз по коже пробежал от страха за их судьбу: в таком аду из скопившихся ледяных масс выжить было сложно. Сухой треск, хаос обломков, вдруг поднявшихся кверху и поползших на обледенелые края мыса, — и два чёрных тела легко, как брошенный камень, метнулись на берег. Мы, стоя на мысу, невольно заслоняли козам вольготный проход. Однако умное животное, решив бороться за жизнь до конца, ничуть не побоялось нас, врагов в будничной жизни, и не задумалось ни на минуту. Я заметил взгляд её круглых глаз, глядевших с каким-то странным доверием, и затем она понеслась сама и направила младшую прямо к нам. От такой смелости и решительности даже наша большая хищная собака Полкан, вместо того чтобы кинуться на добычу, сконфуженно посторонилась. И старшая коза, бережно загораживая собою младшую, пробежала мимо пса, бесстрашно коснувшись боком его шерсти... — Эти бедные животные на наших глазах преодолели столько опасностей... Вот оно — желание жить, — задумчиво произнес Сокольский, наш случайный попутчик, когда мы вновь отправились в путь. — А заметили ли вы, с каким самоотвержением старшая помогала младшей и как закрыла младшую от собаки? Вот оно — желание спасти... — Всякий ли человек сделает это при таких обстоятельствах? — Всякая мать, я думаю... — сказал я, улыбнувшись. (по В. Г. Короленко*)*Владимир Галактионович Короленко (1853— - русский писатель,журналист, публицист. ВОПРОС: Какое высказывание НЕ СООТВЕТСТВУЕТ тексту? ПРАВИЛЬНЫЙ ОТВЕТ:  Подобравшись ближе к берегу, козы бросились к людям в надежде, что те могут их спасти в случае падения в воду. НЕПРАВИЛЬНЫЕ ВАРИАНТЫ ОТВЕТА:";"По мнению рассказчика, животных спас не только инстинкт выживания, но и способность просчитывать свои шаги наперёд, ум, смелость и решительность.
По наблюдениям местных ямщиков, такие «переправы» животных с другого берега предвещают очень холодную зиму.
Собеседник рассказчика, Сокольский, сомневается: каждый ли человек способен на самоотверженную помощь, когда это связано с риском для его жизни?";"""Да, заметили. "" (2) А ещё как-то раз поглядел возле куста.""
""И ещё как-то раз поглядел возле куста.""
""И ещё как-то раз поглядел возле рыбаков.""";0.0;0.6267129886163079;0.0;0.0;0.0;0.0;0.0390625
2;2; Воспалённое состояние Поли, а главное, её сбивчивая, двусмысленная речь – всё подсказывало худшие догадки, много страшнее, чем даже плен Родиона или его смертельное ранение. –Да нет же, тут другое совсем, – содрогнулась Поля и, отвернувшись к стенке, вынула из-под подушки смятый, зачитанный треугольничек. Впоследствии Варя стыдилась своих начальных предположений. Хотя редкие транзитные эшелоны не задерживались в Москве, но вокзалы находились поблизости, и Родиону был известен Полин адрес. Конечно, командование могло и не разрешить солдату отлучки из эшелона в Благовещенский тупичок, тогда почему же хоть открытки не черкнул своей-то, любимой-то, проездом в действующую армию?.. Итак, это была его первая фронтовая весточка с более чем двухнедельным запозданием. Во всяком случае, сейчас выяснится, с какими мыслями он отправлялся на войну. Варя нетерпеливо развернула листок, весь проткнутый карандашом, – видно, писалось на колене. Пришлось к лампе подойти, чтобы разобрать тусклые, полузаконченные строки. Варя сразу наткнулась на главное место. «Пожалуй, единственная причина, дорогая моя, почему молчал всё это время, – негде было пристроиться, – кратко, с неожиданной полнотой и прямолинейно, как на исповеди, писал Родион. – Мы всё отступаем пока, день и ночь отступаем, занимаем более выгодные оборонительные рубежи, как говорится в сводках. Я очень болел к тому же, да и теперь не совсем ещё оправился: хуже любой контузии моя болезнь. Самое горькое – то, что сам я вполне здоров, весь целый, нет пока на мне ни единой царапины. Сожги это письмо, тебе одной на всём свете могу я рассказать про это, – Варя перевернула страничку. Происшествие случилось в одной русской деревне, которую наша часть проходила в отступлении. Я шёл последним в роте... а может, и во всей армии последним. Перед нами на дороге встала местная девочка лет девяти, совсем ребёнок, видимо, на школьной скамье приученная любить Красную Армию... Конечно, она не очень разбиралась в стратегической обстановке. Она подбежала к нам с полевыми цветами, и, так случилось, они достались мне. У неё были такие пытливые, вопросительные глаза – на солнце полуденное в тысячу раз легче глядеть, но я заставил себя взять букетик, потому что я не трус, матерью моей клянусь тебе, Поленька, что я не трус. Зажмурился, а принял его у неё, покидаемой на милость врага... С тех пор держу тот засохший веничек постоянно при себе, на теле моём, словно огонь за пазухой ношу, велю его в могилу положить на себя, если что случится. Я-то думал, семь раз кровью обольюсь, прежде чем мужчиной стану, а вот как оно происходит, всухую… и это купель зрелости! – Дальше две строчки попались вовсе неразборчивые. – И не знаю, Поленька, хватит ли всей моей жизни тот подарок оплатить...» –Да, он очень вырос, твой Родион, ты права... – складывая письмо, сказала Варя, потому что при подобном строе мыслей вряд ли этот солдат оказался бы способен на какой-либо предосудительный поступок. Обнявшись, подружки слушали шелест дождя и редкие, затухающие гудки автомашин. Темой беседы служили события истекшего дня: открывшаяся на центральной площади выставка трофейных самолётов, незасыпанная воронка на улице Весёлых, как они уже привыкли её называть в обиходе между собой, Гастелло, чей самозабвенный подвиг прогремел в те дни на всю страну. (По Л. Леонову*)*Леонид Максимович Леонов (1899– – русский писатель, общественный деятель. ВОПРОС: Какое высказывание СООТВЕТСТВУЕТ тексту? ПРАВИЛЬНЫЙ ОТВЕТ:  Автор письма хранит подарок девочки. НЕПРАВИЛЬНЫЕ ВАРИАНТЫ ОТВЕТА:;"Варя читала письмо много раз.
Родион встретил девочку перед наступлением.
Родион долго не писал, так как был контужен.";"""Что Поле не трус, но живет в России.""
""Что не любит своих родителей.""
""Что она любит Родину.""";0.0;2.0752738657056446;0.0;0.0;0.0;0.0;0.1111111111111111
3;3;" Все мы любили «классного», хотя нельзя сказать, чтобы очень уважали. У нас была странная черта: мы уважали тех, кого боялись. Тех, кто ставил нам «пары» или мог запросто оставить весь класс на шестой урок; тех, кто каждый балл взвешивал на аптекарских весах; тех, кто не забывал задать вопрос о том, чего ты не знал в прошлый раз… А классный был не такой. Мы знали: его можно уговорить, если очень просить и смотреть при этом влажными, покорными собачьими глазами. Этого он не выдерживал. Или можно по-другому — оратьистерично: «За что, за что двойку ставить? Ведь я же учил, я же учил!» Это было менее безотказно, здесь он мог взорваться. Но и это иногда проходило. Он нас чуть-чуть опасался. Нет, не побаивался, а опасался. Чуть-чуть опасался. Он не знал, чего от нас ждать… Один раз, ещё до войны, мы испугали его как следует. Тогда он только принял наш класс. Мы тогда начали мычать, хором, всем классом: «Мм-м…» Сначала он не понял, в чём дело, не знал, откуда это идёт, кто виновник… Мычание нарастало, шло всплесками по классу, казалось, даже стены вибрировали. Он беспомощно озирался, хотел закричать, но понял – никто не услышит. Тогда он сел и с печальным изумлением посмотрел на нас. Это был странный взгляд. И мы замолчали. Он был всегда приветлив и вежлив с нами и чуть ли не с пятого класса называл на «Вы». Он как-то сказал мне на перемене: — А знаете, в отдельности вы все такие милые, а вот вместе вы иногда превращаетесь в стадо. Когда людей много, количество переходит в качество. Когда их много, они совершают самые неожиданные поступки. Самые героические, а иногда и самые страшные. Как вы думаете? — Чёрт его знает, − сказал я. — В том-то и дело, что никто этого не знает, даже чёрт. Когда началась война, он ходил бледный, притихший и постаревший. Вскоре мы узнали, что он записался в первую группу московского ополчения. Был он нездоров, у него были слабые лёгкие, он имел освобождение от воинской повинности — «белый билет», и даже на смотревшую сквозь пальцы на все человеческие недуги комиссию ополчения он, говорят, произвёл тяжёлое впечатление. Но он не изменил своего решения. На его последний урок пришло много ребят. Мы ожидали, что он скажет нам что-нибудь на прощание, ожидали каких-то особенных и значительных слов: мы знали, это он умел. Но он ушёл буднично, назвал номера параграфов, заданных на дом, кивнул и только у дверей чуть задержался. Мы встали, нестройно хлопнув крышками парт, он посмотрел на нас и тихо сказал: — Когда у вас будет новый классный … не устраивайте этого. Мы поняли, о чём он говорил. Через месяц он погиб. У него не было родных, и похоронная пришла на адрес школы… Когда мы ехали в Сибирь, в эвакуацию, в теплушке все лежали неподвижно и каждый думал, о ком хотел: о своих живых и своих погибших. Я думал о классном. Я и теперь часто думаю о нём…(по В.И. Амлинскому*)*Владимир Ильич Амлинский (1935— — советский писатель, журналист. Автор повестей и рассказов о жизни молодёжи.Источник текста: МИОО: Тренировочная работа по русскому языку 16.04.2014 вариант РУ10801 ВОПРОС: Какое высказывание НЕ СООТВЕТСТВУЕТ тексту? ПРАВИЛЬНЫЙ ОТВЕТ:  Ребята сразу невзлюбили своего классного руководителя. НЕПРАВИЛЬНЫЕ ВАРИАНТЫ ОТВЕТА:";"Белый билет не давал учителю возможности уйти в действующую армию.
Последний урок не стал чем-то особенным для ребят.
Ребята уважали только тех учителей, которых боялись.";"""В новой группе.""
""В новой компании.""
""Домой.""";0.0;1.4282373830210138;0.0;0.0;0.0;0.0;0.07220216606498195
4;4; В суровые военные годы во время бомбёжки моя бабушка всегда стояла на посту с винтовкой за плечами и со свистком в руке. Маленького росточка, но очень полная, она, как колобок, выкатывалась на пост и направляла людей в укрытие, подбадривая отставших тонкой трелью свистка. Зинаиду Ильиничну соседи любили за доброту и умение советом или нужным словом подбодрить человека. А мы, дети, в ней просто души не чаяли. В девичестве она была Юсуповой (своими корнями втайне очень гордилась), и восточный отблеск придавал её облику особый колорит. Весь подъезд помнил историю с Иваном, тринадцатилетним подростком, переехавшим в наш дом с больной матерью и полуслепой бабушкой. 3а свою короткую жизнь подросток успел побывать в колонии за воровство, в подъезде поначалу звучала его громкая ругань. С согласия его матери бабушка взялась устроить Ивана на подработку в театр юного зрителя. Полгода она буквально за руку водила его на спектакли, горячо обсуждала с ним полученные впечатления, просила описать свои ощущения и эмоции. Потом, шаг за шагом, научила работать над собой с помощью дневника. Результат превзошёл все ожидания. Ванечка, как называла его бабушка, обладая замечательной памятью и абсолютным слухом, оказался одарён и артистическим талантом. В течение года он выучил все роли и с лёгкостью подменял отсутствующих актёров. Закончив после войны режиссёрское и сценарное отделение ВГИКа, Иван впоследствии стал заслуженным артистом и режиссёром. Будучи учительницей начальных классов, бабушка умела создать на уроках атмосферу игры, в то же время не давая ученикам уйти от главной цели — получения новых знаний. Уроки радости — таков был стиль её преподавания. И дети буквально боготворили свою Зинаиду Ильиничну. Рядом с ней даже бомбёжка была не так страшна. Бабушка вселяла в окружающих уверенность в близкой победе, надежду на добрые вести от родных, из горнила передовой — а иначе и быть не могло... Шёл август 1941-го, и немцы подвергли наш город жестоким бомбовым атакам. Августовская ночь была тёмной и тёплой. Начавшийся артобстрел заставил нас очнуться от сна. «Где мой свисток, ищите!» — бабушкин крик окончательно разбудил нас с мамой. Свесив головы с кровати, мы всматривались в темноту, тщетно пытаясь помочь. Наверняка этот злосчастный свисток болтался у неё за поясом или на шее. «Твоих рук дело, Анка?» — накинулась на меня бабушка, ведь я всегда была причиной беспорядка в доме. Наконец свисток был найден — он и в самом деле оказался где-то в заднем кармане бабушкиной юбки. Невзирая на возраст и солидный вес, бабушка вихрем помчалась на пост, а мы побежали в наше укрытие недалеко от дома. Эта глубокая яма, сверху прикрытая досками, и была нашим бомбоубежищем — его вырыли оставшиеся в доме жильцы. Оно, конечно, не спасло бы нас от бомбы, но здесь мы чувствовали себя защищёнными. Прижимаясь друг к другу под оглушительный грохот рвущихся снарядов и плач детей, мы старались не стучать зубами от страха и даже напевать. Неожиданно мама начала смеяться. «Линочка, что с тобой?» — опасливо спросила соседка. Мама, буквально давясь смехом, продолжала заливаться. Напряжение, охватившее людей, ушло после того, как она рассказала про «бабушкины сборы» про то, как маленькая, кругленькая Зинаида Ильинична с винтовкой за спиной в спешке расшвыривала по дому вещи, пытаясь отыскать свисток. Сцена за сценой, она так живо нарисовала картину этого яростного поиска, что улыбки на лицах присутствующих сменились смехом. Смеялись все, даже плачущие дети заулыбались. Смеялись до слёз — громким, довоенным смехом. Когда мы вышли из нашего убогого укрытия, мы бросились к нашему, к счастью, уцелевшему дому. Бабушка бежала навстречу, размазывая по щекам слёзы радости, оттого что увидела нас живыми и невредимыми. Она обняла нас, крепко прижала к себе и как ни в чём не бывало сказала:— Кости целы — мясо наживём! Живы будем — не помрём! С тех пор прошло столько лет, и мне уже далеко за восемьдесят. Но в минуты уныния я вдруг вспоминаю бабушку с её незаряженной винтовкой, вечными поисками свистка и несокрушимой верой в победу. И всплывает в памяти мамин рассказ, наше хлипкое убежище и общий неудержимый смех. Он гремел, как вестник надежды и веры в себя и в будущее, — смех, рвущийся из нас вопреки ужасу войны и смерти. (По Г. Галлер)Галина Галлер (род. в 1964 г.) — журналист, врач, научный работник. ВОПРОС: Какое высказывание НЕ СООТВЕТСТВУЕТ тексту? ПРАВИЛЬНЫЙ ОТВЕТ:  Бабушка рассказчицы долгое время работала в театре юного зрителя. НЕПРАВИЛЬНЫЕ ВАРИАНТЫ ОТВЕТА:;"Подростки нуждаются в поддержке со стороны взрослых.
Светлый оптимизм помогает людям жить.
Убежище, в котором укрывалась рассказчица, не могло защитить людей от бомбовых ударов.";"""Бабушка уехала к родному отцу.""
""Костя любит Родину.""
""Машина времени.""";0.0;1.5740210083286725;0.0;0.0;0.0;0.0;0.05357142857142857
5;6; В те отдалённые прежние времена приблизительно на том же уровне распада цивилизаций, какой мы наблюдаем сейчас, суровые обличающие пророки зарождались в народах, и потом босые, простоволосые идеи разгневанно, с мечом и факелом в руках, врывались в действительность, чтобы произвести необходимую санитарную чистку. Природа слишком много потратила надежд и усилий на человека, чтобы дать ему умереть так запросто и по-собачьи. Последний век машина цивилизации работала на критических скоростях с риском смертельной перегрузки. Всё сильнее обжигала дыхание взвешенная в воздухе пыль нравственного износа. Казалось бы, у наших современников нет оснований для особого пессимизма. Ведь всё так планомерно движется вокруг. Прогресс находится в добром здравии и рвётся вперёд на всём скаку. Сверкают переполненные товарами витрины, по улицам движутся потоки прохожих, туристов, всяких наисовременнейших автомобилей. Воздушные лайнеры за сутки преодолевают расстояния, на которые Марко Поло и Афанасию Никитину потребовалось по три года. Весь мир оклеен увлекательными афишами, призывающими с помощью разных средств незаметно скоротать скуку жизни. Музеев уже не хватает для передовых произведений искусства, а пытливые науки с чрезвычайным коэффициентом полезного действия прощупывают окружающую неизвестность, дабы извлечь оттуда пользу для дальнейших удовольствий. У каждого в руках диковинные приборы, позволяющие общаться чуть ли не с Северным полюсом, которые навели бы ужас на наших ничего не смысливших в технике предков. Но посмотрите, как дрожат стрелки манометров, определяющих духовное благополучие в мире, как стелется горелый чад от перегретых под ногами, перенапряжённых проводов, как обжигает лицо не в меру раскалённый воздух, какие подозрительные гулы ползут по земле не только от пробуждения материков или зарождения новаторских идей, но и ещё от чего-то... Нечто подобное испытываешь во сне, когда, подкравшись к двери, слышишь за нею скрытое, затаившееся дыхание какого-то неописуемого существа, которое только и ждёт момента вставить колено, чуть приоткроется малая щёлка, и ворваться к тебе в тёплое, обжитое жильё. Такое впечатление, что человечество приблизилось к финалу отпущенной ему скромной вечности. А наука, с разбегу пробившись сквозь нулевую фазУ времени и физического бытия, ворвётся в иное, ещё не освоенное математическое пространство с переносом туда интеллектуальной столицы мироздания. Очевидный теперь крах вчерашней эры завершится неминуемым пересмотром печально не оправдавшей себя парности Добра и Зла. 3нание помогает заглянуть в бездну, но не содержит указаний, как не сорваться в неё. Самый же прогресс следует уподобить горению бикфордова шнура: счастье наше в том и состоит, что не видно, как мало осталось до заряда. (По Л. M. Леонову*)* Леонид Максимович Леонов (1899—1994 гг.) — русский советский писатель ВОПРОС: Какое высказывание НЕ СООТВЕТСТВУЕТ тексту? ПРАВИЛЬНЫЙ ОТВЕТ:  Человеческое общество за последние века достигло значительного прогресса в своём нравственном развитии. НЕПРАВИЛЬНЫЕ ВАРИАНТЫ ОТВЕТА:;"Духовное благополучие в мире не достигнуто.
Новые идеи, зарождающиеся в недрах цивилизации, производят своеобразную санитарную чистку в обществе.
Одних знаний людям недостаточно, чтобы не сорваться в бездну небытия.";"""Оно не может не видеть всеобщего блага.""
""Оно хочет косить траву бензокосилкой.""
""Оно хочет кушать.""";0.0;1.5509443325937458;0.0;0.0;0.0;0.0;0.07575757575757576
6;7;" Когда Скоков пришёл к полному, тысячу раз проверенному убеждению, что такому заурядному, как он, такому незначительному, тихому человеку суждено до конца дней служить в канцелярии на семидесяти пяти рублях жалованья, он наметил для себя в будущем некий торжественный и блестящий скачок. «Скачок» этот заключался в следующем: Скоков решил ровно десять лет быть скупым, жить впроголодь, спать в собачьем углу, но зато, скопив ровно десять тысяч рублей, истратить их до последней копейки в 24 часа нароскошь, еду, напитки, развлечения – с такой же лёгкостью и сознанием силы денег, какие присущи миллионерам. Вознаградив себя таким образом за все лишения и будущего, и прошлого, Скоков рассчитывал ещё получать с этого «капитального» дня проценты: воспоминания. Один сказочный день наслаждений он ставил центром, целью и смыслом жизни. У него не было ничего, он же хотел всего. Несчастье Скокова заключалось в том, что он был наделён огромным пассивным упорством в противовес упорству активному, он мог лишь придержать то, что есть, а бороться было не в его характере. …Итак, 8-го ноября 19… года Скоков положил в банк своё первое накопление: 65 рублей 17 копеек. С небольшими отступлениями от названной цифры сумма эта вносилась каждый месяц в течение десяти лет, и к финальному дню вклад Скокова равнялся девяти тысячам восьмистам двум рублям. Скоков взял пятидневный отпуск. В этот же день он вынул из банка все деньги и запер их в своём крошечном сундуке. А следующий день – канун – Скоков намеревался употребить для приготовлений: оповестить и пригласить сослуживцев, снять ресторанный зал с кабинетами, потревожить портных, цветочные магазины – выполнить всё необходимое кутящему миллионеру. Однако, пока он продумывал всё это, в голове зашевелилась одна мысль. Как примет организм после десятилетнего истинно аскетического образа жизни всё это обилие чувственных восприятий: вкус тонких, жирных, вкусных, преимущественно рыбных и мясных, яств? Напряжённое волнение музыки? Запах и блеск цветов? Скоков сидел на сундуке с деньгами и думал, и понемногу настоящий страх охватил его: то, к чему он привык за десять лет нищеты: чёрный хлеб, тьма и уныние, – могли встать между ним и вожделенными наслаждениями, как спазм. Скоков испугался возможного разочарования. Душа его встрепенулась. Наконец, после долгого колебания, Скоков решил произвести репетицию: коснуться той радужной области наслаждений, которые подготовлял так терпеливо и долго. Взяв из сундука десять рублей, он по привычке бережно сложил бумажку вчетверо, глубоко засунул её в карман, оделся и вышел. От одной мысли, что теперь он свободно и просто может зайти в любой ресторан, как умеющий и любящий пожить человек, сердце его забилось так сильно, как у других бьётся перед свиданием. У освещённых дверей ресторана Скоков остановился, дрожа. Волнуясь, вошёл. Разделся. И, чувствуя себя немного пьяным от света, звуков оркестриона и белизны столового белья, уселся. Подумав, он заказал три блюда: мясное, рыбу и сладкое. Он сознавал, чтодействует, как во сне. Контраст с прежним образом жизни был колоссален. В течение двух часов он пережил сложный аромат горячего мяса, который был им совершенно забыт, вкус этого мяса, совершенно необыкновенный, поразительный и волшебный; запах и вкус рыбы, тонкая поджаренная корочка которой вызвала слёзы на его глазах, и обаяние десерта… Как оказалось, даже этого было довольно, чтобы после десяти мрачных лет голодания, холода и мечтаний всё это показалось действительно венцом наслаждений. Заснул Скоков счастливым как никогда. …Утром он вспомнил всё, что было вчера, вспомнил, как собирался прожить сутки миллионером, и горько заплакал. Ему жаль было этих десяти лет, ведь в них он мог получить то несложное счастье, о котором думал так много и представлял его земным раем. (по А.С. Грину*) * Александр Степанович Грин (настоящая фамилия – Гриневский) (1880– — русский писатель-прозаик и поэт, представитель неоромантизма, автор философско-психологических, с элементами символической фантастики, произведений. ВОПРОС: Какое высказывание СООТВЕТСТВУЕТ тексту? ПРАВИЛЬНЫЙ ОТВЕТ:  За десять лет Скоков сумел накопить чуть менее 10 тысяч рублей. НЕПРАВИЛЬНЫЕ ВАРИАНТЫ ОТВЕТА:";"Герой повествования был готов активно бороться за своё материальное благополучие.
Скоков занимал должность титулярного советника с месячным жалованьем в 75 рублей.
Скоков на протяжении всей жизни был нищим, на своё жалованье он ни разу не смог позволить себе сходить в ресторан.";"""Заполнить бюджет.""
""Заполнить пробелы в бюджете.""
""Написать 10 млн рублей.""";0.0;1.2957569285463473;0.0;0.0;0.0;0.0;0.0589622641509434
